Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Sector
2020-11-12,UPL,EQ,435.7,436.8,437.8,425.1,429.9,429.6,430.82,5511536,237448922675000,66069,2422989,0.4396,Chemicals
2020-11-13,UPL,EQ,429.6,429,431.1,423,425,425.35,426.46,4644051,198051946210000,61098,1524368,0.3282,Chemicals
2020-11-14,UPL,EQ,425.35,431.15,431.15,428,429,429.25,429.43,643619,27639050390000,12430,272878,0.424,Chemicals
2020-11-17,UPL,EQ,429.25,431.4,434.5,428.25,429.5,429.65,431.81,5929010,256017633355000,110274,3867021,0.6522,Chemicals
2020-11-18,UPL,EQ,429.65,430,430,424.05,425.75,426.3,425.99,4415523,188099045115000,64613,2628986,0.5954,Chemicals
2020-11-19,UPL,EQ,426.3,425.9,425.9,415.05,416,416.5,419.34,6331928,265525510395000,104790,2257168,0.3565,Chemicals
2020-11-20,UPL,EQ,416.5,416.5,422.4,406.55,419,420.4,414.07,12763134,528485961430000,111419,4667588,0.3657,Chemicals
2020-11-23,UPL,EQ,420.4,423,429.5,421.35,426.7,426.45,425.97,5172468,220331823140000,70662,2290850,0.4429,Chemicals
2020-11-24,UPL,EQ,426.45,428,431.5,426.45,427.5,427.45,428.4,4538696,194435572785000,72639,2167177,0.4775,Chemicals
2020-11-25,UPL,EQ,427.45,428.8,430.15,417.6,418.25,418.6,424.04,4753592,201572991235000,69325,2361059,0.4967,Chemicals
2020-11-26,UPL,EQ,418.6,418.6,422.3,414.15,421.2,420.55,419.33,3896795,163403913845000,53069,1302592,0.3343,Chemicals
2020-11-27,UPL,EQ,420.55,421.2,425.5,416.3,418.7,417.7,419.84,7024437,294911948635000,84071,3963517,0.5642,Chemicals
2020-12-01,UPL,EQ,417.7,420,434.2,418,434,433.05,428.89,14928450,640269586445000,138558,7872052,0.5273,Chemicals
2020-12-02,UPL,EQ,433.05,442.75,447,437.45,441.5,441.95,442.41,14187495,627669341575000,145428,4101496,0.2891,Chemicals
2020-12-03,UPL,EQ,441.95,446.75,458.9,437.5,455.65,454.75,449.65,13251977,595869648635000,154530,4820239,0.3637,Chemicals
2020-12-04,UPL,EQ,454.75,458.95,463,452.5,454.35,455.7,457.4,7719922,353108802805000,67243,2625630,0.3401,Chemicals
2020-12-07,UPL,EQ,455.7,455,478.2,453.55,476.5,475.95,469.62,11443788,537420138940000,135356,4508246,0.3939,Chemicals
2020-12-08,UPL,EQ,475.95,481.25,488.5,469.45,472.25,472.8,479.25,15624166,748780459690000,158070,4708692,0.3014,Chemicals
2020-12-09,UPL,EQ,472.8,475.1,495,475.1,494.5,492.6,487.22,13836059,674125181220000,155642,3935010,0.2844,Chemicals
2020-12-10,UPL,EQ,492.6,478,479,416.1,437,438.45,432.4,87279054,3773965285535000,869118,16251522,0.1862,Chemicals
2020-12-11,UPL,EQ,438.45,456,456.85,429.2,434.5,435,444.33,50283569,2234234496390000,436004,7630232,0.1517,Chemicals
2020-12-14,UPL,EQ,435,433,443.9,431.8,441.75,442.15,440.4,14595495,642791394550000,138461,2880594,0.1974,Chemicals
2020-12-15,UPL,EQ,442.15,443.25,449.8,437,447.85,448.8,446.02,9187569,409780017475000,98425,2679475,0.2916,Chemicals
2020-12-16,UPL,EQ,448.8,453.85,461.5,451.5,459.1,459.65,456.79,11503251,525460223490000,117472,4561561,0.3965,Chemicals
2020-12-17,UPL,EQ,459.65,461.45,466.4,453.2,455,455.4,461.52,7362825,339810446955000,79401,2269364,0.3082,Chemicals
2020-12-18,UPL,EQ,455.4,456,462,454,460.6,460.3,459.51,5402464,248246742625000,65985,2019343,0.3738,Chemicals
2020-12-21,UPL,EQ,460.3,460,460.75,417,434.3,437.3,444.9,7376210,328169085885000,102736,1765479,0.2393,Chemicals
2020-12-22,UPL,EQ,437.3,437.3,445.8,425.55,444,444.65,437.51,7910320,346086710640000,88994,2090430,0.2643,Chemicals
2020-12-23,UPL,EQ,444.65,444.5,452.7,438.3,451.9,451.95,446.79,3488991,155885171630000,43411,679745,0.1948,Chemicals
2020-12-24,UPL,EQ,451.95,454.9,456.6,448,449.3,449.4,452.19,4384445,198258570940000,51884,972491,0.2218,Chemicals
2020-12-28,UPL,EQ,449.4,452.05,457.5,451.05,453.65,453.4,454.24,3146922,142944571380000,35620,929873,0.2955,Chemicals
2020-12-29,UPL,EQ,453.4,454.5,459,445.4,455.4,454.7,453.81,3781566,171609671965000,60601,768541,0.2032,Chemicals
2020-12-30,UPL,EQ,454.7,464,472.4,461.25,465.8,467.1,468.33,21753642,1018778063070000,217429,2468703,0.1135,Chemicals
2020-12-31,UPL,EQ,467.1,467.7,468.5,461.2,466.7,466.35,464.5,5429481,252201302750000,59926,1506364,0.2774,Chemicals
2021-01-01,UPL,EQ,466.35,469.9,476.6,466.85,469.4,469.3,472.65,7090451,335126702515000,81162,968995,0.1367,Chemicals
2021-01-04,UPL,EQ,469.3,473.4,475,466.65,473.2,473.15,471.73,3615832,170570788560000,43512,1310172,0.3623,Chemicals
2021-01-05,UPL,EQ,473.15,469,472.5,466.35,471,471.25,469.47,3226777,151486726680000,42085,826434,0.2561,Chemicals
2021-01-06,UPL,EQ,471.25,471.95,481.9,467.15,471.65,472.4,474.87,5947103,282409791475000,78315,1249007,0.21,Chemicals
