Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Sector
2015-02-11,ADANIPORTS,EQ,317.85,319.9,328.9,319,326.75,326.1,324.92,2148555,69809880930000,32049,602315,0.2803,Services
2015-02-12,ADANIPORTS,EQ,326.1,327.7,338,326.8,337.1,336.6,334.91,3539194,118531084570000,78875,1891971,0.5346,Services
2015-02-13,ADANIPORTS,EQ,336.6,337.7,344.35,331.55,335.55,335.35,337.83,2180303,73656800000000,32388,576911,0.2646,Services
2015-02-16,ADANIPORTS,EQ,335.35,335.1,341.7,329.65,331.8,331.25,335.52,2205960,74014400000000,31079,770508,0.3493,Services
2015-02-18,ADANIPORTS,EQ,331.25,332.3,335.8,330,333.8,333.8,333.29,1227170,40900500000000,15234,456549,0.372,Services
2015-02-19,ADANIPORTS,EQ,333.8,335.15,341,323.7,333.85,333.85,332.53,2643121,87891700000000,40343,910698,0.3446,Services
2015-02-20,ADANIPORTS,EQ,333.85,335.05,338.05,326.4,329.4,329,332.33,1302901,43298700000000,22858,449757,0.3452,Services
2015-02-23,ADANIPORTS,EQ,329,331,332.4,321.2,323,323.4,325.63,1737238,56569978705000,27903,656901,0.3781,Services
2015-02-24,ADANIPORTS,EQ,323.4,323.75,336.9,319.25,335.5,334.05,328.11,2330482,76465900000000,38937,522790,0.2243,Services
2015-02-25,ADANIPORTS,EQ,334.05,336,337.45,326.85,328.9,328.2,331.73,1467120,48669300000000,20019,451245,0.3076,Services
2015-02-26,ADANIPORTS,EQ,328.2,328.1,332.5,322.5,329.45,327.3,327.35,1775811,58132022045000,26453,517279,0.2913,Services
2015-02-27,ADANIPORTS,EQ,327.3,329.4,349.65,327.8,345.8,346.25,340.61,3025639,103056063970000,42343,1156749,0.3823,Services
2015-02-28,ADANIPORTS,EQ,346.25,349.9,357.95,326.3,330.9,330.75,346.07,5648235,195467279285000,72523,1156413,0.2047,Services
2015-03-02,ADANIPORTS,EQ,330.75,334.5,335.6,325.6,331.1,330.35,330,2592113,85540200000000,46958,804934,0.3105,Services
2015-03-03,ADANIPORTS,EQ,330.35,332.5,339.05,332,336,336.55,336,2016305,67748500000000,33294,746491,0.3702,Services
2015-03-04,ADANIPORTS,EQ,336.55,339.9,343.3,330.1,331,332,337.57,1846535,62333500000000,39442,517546,0.2803,Services
2015-03-05,ADANIPORTS,EQ,332,332.8,335.4,327.2,332.55,333.05,331.59,1770268,58700300000000,35081,643786,0.3637,Services
2015-03-09,ADANIPORTS,EQ,333.05,331.55,335.9,323.5,323.6,325,328.79,1825760,60029880605000,49628,919969,0.5039,Services
2015-03-10,ADANIPORTS,EQ,325,325.05,327.9,314.7,318.6,317.55,321.98,1215285,39130100000000,19946,389268,0.3203,Services
2015-03-11,ADANIPORTS,EQ,317.55,318.9,318.9,302.2,307.05,307.8,307.87,4828130,148641731265000,41867,1624636,0.3365,Services
2015-03-12,ADANIPORTS,EQ,307.8,306.55,312,304,310.75,310.25,309.75,3431277,106283866715000,23606,1397326,0.4072,Services
2015-03-13,ADANIPORTS,EQ,310.25,312.9,316.3,305,306.7,306.25,312.06,4356123,135939151035000,40583,1978244,0.4541,Services
2015-03-16,ADANIPORTS,EQ,306.25,306.7,314.75,303.05,314,313.3,310.18,1629195,50533800000000,27676,506479,0.3109,Services
2015-03-17,ADANIPORTS,EQ,313.3,315.3,320.85,310.3,319.35,319.55,316.95,5158959,163512996165000,40768,3735232,0.724,Services
2015-03-18,ADANIPORTS,EQ,319.55,320.05,320.95,312.9,314.3,316.65,318.3,3069180,97692900000000,30063,1194241,0.3891,Services
